PORT_NAME;COUNTRY;LATITUDE;LONGITUDE
RORVIK;NO;64,866667;11,25
SALSBRUKET;NO;64,8;11,866667
NAMSOS;NO;64,466667;11,5
MALM;NO;64,066667;11,233333
STEINKJER;NO;64,016667;11,5
DJUPVIKEN;NO;63,783333;11,45
LEVANGER;NO;63,75;11,3
LANGSTEIN;NO;63,533333;10,9
MURUVIK;NO;63,433333;10,85
HOMMELVIK;NO;63,416667;10,8
TRONDHEIM;NO;63,433333;10,4
THAMSHAMM;NO;63,316667;9,883333
KRISTIANSUND;NO;63,116667;7,733333
SUNNDALSORA;NO;62,683333;8,55
BUD;NO;62,9;6,916667
HAROYSUND;NO;62,9;6,966667
MOLDE;NO;62,733333;7,166667
ANDALSNES;NO;62,566667;7,683333
HAREID;NO;62,366667;6,033333
MOLDTUSTRANDA;NO;62,3;5,65
ORSTAV;NO;62,2;6,133333
ALESUND;NO;62,466667;6,166667
MALOY;NO;61,933333;5,116667
FLORO;NO;61,6;5,033333
ARDALSTANGEN;NO;61,233333;7,716667
MONGSTAD;NO;60,816667;5,033333
VAKSDAL;NO;60,483333;5,733333
BERGEN;NO;60,4;5,316667
BRATTHOLMEN;NO;60,35;5,166667
TRANNESET;NO;60,416667;5,016667
STRANDVIK;NO;60,166667;5,666667
NORHEIMSUND;NO;60,366667;6,15
ODDA;NO;60,083333;6,55
MELING;NO;59,783333;5,116667
HEMNESBERGET;NO;66,233333;13,616667
HAMMERFEST;NO;70,666667;23,666667
SORVAER;NO;70,633333;21,983333
BREDVIK;NO;70,583333;22,133333
OKSFJORD;NO;70,233333;22,35
ALTA;NO;69,966667;23,25
TALVIK;NO;70,05;22,966667
TROMSO;NO;69,65;18,966667
GIBOSTAD;NO;69,35;18,083333
FINNSNES;NO;69,233333;17,966667
MEDBY;NO;68,916667;17,733333
SJOVEGAN;NO;68,883333;17,833333
HARSTAD;NO;68,8;16,55
ANDENES;NO;69,333333;16,133333
SORTLAND;NO;68,7;15,416667
STOKKMARKNES;NO;68,566667;14,916667
REINE;NO;67,933333;13,1
BALLSTAD;NO;68,066667;13,7
STAMSUND;NO;68,116667;13,85
HENNINGSVAER;NO;68,15;14,216667
SVOLVAER;NO;68,233333;14,583333
SKROVA HAVN;NO;68,166667;14,666667
BRETTESNES;NO;68,233333;14,85
LODINGEN;NO;68,416667;16
ULVIK;NO;68,566667;16,266667
LILANDSGRUNNEN;NO;68,483333;16,883333
NARVIK;NO;68,433333;17,416667
LITLE BALLANGEN;NO;68,333333;16,85
DRAG;NO;68,05;16,083333
KORSNES;NO;68,25;16,066667
TRANOY;NO;68,183333;15,666667
KJERRINGOY;NO;67,516667;14,766667
BODO;NO;67,283333;14,383333
LAKSELV;NO;67,366667;15,6
FAUSKE;NO;67,25;15,366667
ROGNAN;NO;67,1;15,416667
ORNES;NO;66,866667;13,716667
GLOMFJORD;NO;66,816667;13,983333
SANDNESSJOEN;NO;66,016667;12,633333
MO INLET;NO;66,316667;14,133333
KVALSUND;NO;70,5;23,983333
PORT MOLLER;US;55,983333;-160,566667
PORT HEIDEN;US;56,883333;-158,7
PILOT POINT;US;57,566667;-157,6
UGASHIK;US;57,533333;-157,416667
EGEGIK;US;58,2;-157,366667
NAKNEK;US;58,716667;-157,016667
KOGGIUNG;US;58,966667;-156,916667
EKUK;US;58,816667;-158,566667
CLARKS POINT;US;58,85;-158,55
DILLINGHAM;US;59,033333;-158,483333
PLATINUM;US;59,016667;-161,833333
BETHEL;US;60,816667;-161,716667
NASH HARBOR;US;60,2;-166,983333
KWIGUK;US;62,733333;-164,466667
KOTLIK;US;63,033333;-163,55
HAMILTON;US;62,9;-163,916667
ST MICHAEL;US;63,483333;-162,033333
UNALAKLEET;US;63,883333;-160,783333
SOLOMON;US;64,55;-164,4
NOME;US;64,5;-165,416667
GRANTLEY HARBOR;US;65,266667;-166,333333
SAVOONGA;US;63,683333;-170,4
SHISHMAREF;US;66,25;-166,083333
DEERING;US;66,083333;-162,733333
KOTZEBUE;US;66,916667;-162,583333
WAINWRIGHT;US;70,65;-160
BARROW;US;71,283333;-156,783333
PRUDHOE BAY;US;70,333333;-148,416667
BERNARD HARBOR;US;70,133333;-143,633333
TUKTOYAKTUK;CA;69,45;-133
POLICE POINT;CA;70,183333;-124,75
PAULATUK;CA;69,35;-124,083333
PEARCE POINT;CA;69,816667;-122,75
TYSOE POINT;CA;69,6;-120,75
SACHS HARBOR;CA;71,966667;-125,25
CAPE YOUNG;CA;68,933333;-116,933333
BERNARD HARBOR;CA;68,783333;-114,766667
LADY FRANKLIN POINT;CA;68,483333;-113,266667
COPPERMINE;CA;67,8;-115,05
CAMBRIDGE BAY;CA;69,116667;-105,066667
RESOLUTE BAY;CA;74,683333;-95,9
BARENTSBURG;NO;78,066667;14,233333
LONGYEARBYEN;NO;78,2;15,7
NY ALESUND;NO;78,916667;11,95
KIRKENES;NO;69,733333;30,05
VADSO;NO;70,066667;29,75
BATSFJORDEN;NO;70,633333;29,733333
VARDO;NO;70,366667;31,116667
BERLEVAG;NO;70,866667;29,1
KJOLLEFJORDEN;NO;70,95;27,333333
HONNINGSVAG;NO;70,983333;26
MASSACRE BAY;US;52,833333;173,233333
VILLAGE COVE;US;57,133333;-170,266667
SAN JUAN CANNERY;US;60,05;-148,066667
LATOUCHE;US;60,05;-148,066667
SEWARD;US;60,1;-149,433333
PORT GRAHAM;US;59,35;-151,816667
SELDOVIA;US;59,433333;-151,733333
HOMER;US;59,6;-151,416667
COAL POINT;US;59,6;-151,416667
NINILCHIK;US;60,05;-151,683333
KENAI;US;60,55;-151,266667
NIKISKI;US;60,683333;-151,4
ANCHORAGE;US;61,216667;-149,9
DRIFT RIVER;US;60,55;-152,133333
SNUG HARBOR;US;60,1;-152,583333
OUZINKIE;US;57,916667;-152,5
KODIAK;US;57,783333;-152,4
WOMENS BAY;US;57,716667;-152,516667
PORT HOBRON;US;57,166667;-153,166667
MCCORD;US;57,15;-153,2
THREE SAINTS BAY;US;57,116667;-153,5
TRAP POINT;US;57;-154,15
LAZY BAY;US;56,9;-154,25
KARLUK;US;57,566667;-154,45
UYAK;US;57,633333;-154
LARSEN BAY;US;57,533333;-153,983333
PORT OBRIEN;US;57,733333;-153,316667
DRY SPRUCE BAY;US;57,933333;-153,033333
PORT VITA;US;58,066667;-153,066667
BEAR ISLAND;US;58,45;-152,683333
HOGG ISLAND;US;58,466667;-152,683333
PORT WILLIAM;US;58,483333;-152,583333
KANATAK;US;57,566667;-156,033333
CHIGNIK;US;56,3;-158,4
IVANOF BAY;US;55,8;-159,466667
SAND POINT;US;55,333333;-160,533333
BARALOF BAY;US;55,233333;-160,533333
BELKOFSKI;US;55,083333;-162,033333
KING COVE;US;55,05;-162,316667
COLD BAY;US;55,2;-162,7
SANAK;US;54,483333;-162,816667
CANNERY BAY;US;53,7;-166,75
MAKUSHIN;US;53,766667;-166,983333
DUTCH HARBOR;US;53,9;-166,533333
UNALASKA;US;53,866667;-166,533333
PALISADES POINT;US;52,233333;-174,166667
CONSTANTINE HARBOR;US;51,4;179,3
KISKA;US;51,966667;177,55
ALCAN HARBOR;US;52,733333;174,066667
WHITTIER;US;60,833333;-148,666667
CRAB BAY;US;60,066667;-148
PORT ASHTON;US;60,066667;-148,05
SKOOT COVE;US;52,716667;174,066667
KETCHIKAN;US;55,333333;-131,65
WARD COVE;US;55,4;-131,733333
KNUDSON COVE;US;55,466667;-131,8
LORING;US;55,6;-131,633333
YES BAY;US;55,916667;-131,8
UNION BAY;US;55,766667;-132,216667
BURNETT INLET;US;56,066667;-132,466667
WRANGELL;US;56,466667;-132,383333
KASAAN;US;55,533333;-132,4
ROSE INLET;US;54,95;-132,966667
HYDABURG;US;55,2;-132,833333
WATERFALL;US;55,3;-133,233333
CRAIG;US;55,466667;-133,15
KLAWOCK;US;55,55;-133,1
STEAMBOAT BAY;US;55,533333;-133,633333
FISHERMANS HARBOR;US;55,966667;-133,8
PETERSBURG;US;56,816667;-132,95
KAKE;US;56,966667;-133,933333
WASHINGTON BAY;US;56,733333;-134,35
BAY OF PILLARS;US;56,6;-134,233333
BIG PORT WALTER;US;56,383333;-134,733333
LITTLE PORT WALTER;US;56,383333;-134,633333
PORT ARMSTRONG;US;56,3;-134,666667
PORT CONCLUSION;US;56,25;-134,683333
PORT ALEXANDER;US;56,25;-134,65
SITKA;US;57,05;-135,333333
KIMSHAN COVE;US;57,683333;-136,116667
PELICAN;US;57,966667;-136,233333
ELFIN COVE;US;58,2;-136,35
HOONAH;US;58,116667;-135,45
TENAKEE SPRINGS;US;57,783333;-135,2
CHATHAM;US;57,516667;-134,933333
TODD;US;57,466667;-135,05
HOOD BAY;US;57,4;-134,5
HAWK INLET;US;58,116667;-134,75
FUNTER;US;58,25;-134,9
DUPONT;US;58,233333;-134,266667
JUNEAU;US;58,3;-134,416667
HAINES;US;59,233333;-135,433333
TANANI POINT;US;59,283333;-135,45
SKAGWAY;US;59,45;-135,333333
LETNIKOF COVE;US;59,183333;-135,4
EXCURSION INLET;US;58,416667;-135,45
YAKUTAT;US;59,55;-139,733333
KATALLA;US;60,2;-144,533333
CORDOVA;US;60,55;-145,766667
SHEPARD POINT;US;60,633333;-145,666667
SWANPORT;US;61,083333;-146,4
METLAKATLA;US;55,133333;-131,566667
GEORGE INLET;US;55,383333;-131,466667
VALDEZ;US;61,116667;-146,25
BAMBERTON;CA;48,55;-123,516667
VICTORIA HARBOR;CA;48,433333;-123,383333
ESQUIMALT HARBOR;CA;48,433333;-123,433333
PORT SAN JUAN;CA;48,55;-124,433333
PORT ALBERNI;CA;49,233333;-124,816667
UCLUELET;CA;48,95;-125,55
CLAYOQUOT;CA;49,15;-125,916667
AHOUSAT;CA;49,283333;-126,066667
TAHSIS;CA;49,916667;-126,666667
BERGH COVE;CA;50,533333;-127,616667
PORT ALICE;CA;50,383333;-127,45
COAL HARBOR;CA;50,6;-127,583333
PORT HARDY;CA;50,716667;-127,483333
SOINTULA;CA;50,633333;-127,016667
ALERT BAY;CA;50,583333;-126,933333
PORT MCNEILL;CA;50,583333;-127,083333
BELLA COOLA;CA;52,366667;-126,8
BELLA BELLA;CA;52,166667;-128,15
KLEMTU;CA;52,6;-128,516667
BUTEDALE;CA;53,166667;-128,683333
KEMANO BAY;CA;53,483333;-128,133333
KITIMAT;CA;54;-128,683333
PORPOISE HARBOR;CA;54,216667;-130,283333
PRINCE RUPERT;CA;54,316667;-130,333333
PORT SIMPSON;CA;54,566667;-130,433333
STEWART;CA;55,933333;-130
MASSET HARBOR;CA;54,016667;-132,15
PORT CLEMENTS;CA;53,683333;-132,183333
QUEEN CHARLOTTE;CA;53,25;-132,083333
ALLIFORD BAY;CA;53,216667;-131,983333
HYDER;US;55,916667;-130
HIDDEN INLET;US;54,95;-130,333333
LYALL HARBOR;CA;48,8;-123,2
HOPE BAY;CA;48,8;-123,283333
SIDNEY;CA;48,65;-123,383333
ROCHE  HARBOR;US;48,616667;-123,166667
ORCAS;US;48,6;-122,933333
ANACORTES;US;48,516667;-122,616667
BELLINGHAM;US;48,75;-122,5
CHERRY POINT;US;48,866667;-122,75
SEMIAHMOO;US;48,983333;-122,766667
BLAINE;US;49;-122,75
STEVESTON;CA;49,133333;-123,183333
NEW WESTMINSTER;CA;49,2;-122,916667
FRASER MILLS;CA;49,216667;-122,866667
PORT COQUITLAM;CA;49,266667;-122,783333
MISSION CITY;CA;49,116667;-122,25
VANCOUVER;CA;49,283333;-123,116667
PORT MOODY;CA;49,283333;-122,883333
SQUAMISH;CA;49,683333;-123,15
PORT MELLON;CA;49,516667;-123,483333
WESTVIEW;CA;49,833333;-124,516667
POWELL RIVER;CA;49,866667;-124,533333
DUNCAN BAY;CA;50,066667;-125,283333
CAMPBELL RIVER;CA;50,016667;-124,233333
COMOX HARBOR;CA;49,666667;-124,916667
NANOOSE HARBOR;CA;49,266667;-124,15
NANAIMO;CA;49,166667;-123,933333
HARMAC;CA;49,133333;-123,85
CHEMAINUS;CA;48,933333;-123,716667
CROFTON;CA;48,866667;-123,633333
COWICHAN BAY;CA;48,75;-123,616667
GANGES;CA;48,85;-123,483333
FRIDAY HARBOR;US;48,533333;-123,016667
WESTPORT;US;46,133333;-123,383333
RAINIER;US;46,083333;-122,933333
LONGVIEW;US;46,133333;-122,933333
KALAMA;US;46,016667;-122,85
ST HELENS;US;45,866667;-122,8
PORTLAND;US;45,516667;-122,666667
VANCOUVER;US;45,633333;-122,683333
CAMAS;US;45,583333;-122,4
WASHOUGAL;US;45,583333;-122,35
THE DALLES;US;45,6;-121,183333
NAHCOTTA;US;46,5;-124,033333
SOUTH BEND;US;46,666667;-123,783333
RAYMOND;US;46,683333;-123,733333
WILLAPA HARBOR;US;46,683333;-123,75
WESTHAVEN COVE;US;46,916667;-124,116667
BAY CITY;US;46,866667;-124,066667
ABERDEEN;US;46,983333;-123,816667
HOQUIAM;US;46,966667;-123,9
LA PUSH;US;47,9;-124,633333
NEAH BAY;US;48,366667;-124,616667
SEKIU;US;48,266667;-124,3
PORT ANGELES;US;48,116667;-123,433333
PORT TOWNSEND;US;48,116667;-122,75
GLEN COVE;US;48,083333;-122,783333
HOODSPORT;US;47,416667;-123,133333
PORT GAMBLE;US;47,85;-122,583333
POULSBO;US;47,733333;-122,65
KEYPORT;US;47,7;-122,616667
WINSLOW;US;47,616667;-122,516667
CREOSOTE;US;47,616667;-122,5
FORT WARD;US;47,583333;-122,516667
EAST BREMERTON;US;47,566667;-122,616667
SILVERDALE;US;47,65;-122,7
BREMERTON;US;47,566667;-122,65
PORT ORCHARD;US;47,533333;-122,633333
QUARTERMASTER HARBOR;US;47,383333;-122,466667
SHELTON;US;47,216667;-123,1
OLYMPIA;US;47,05;-122,9
NISQUALLY HEAD;US;47,116667;-122,75
TACOMA;US;47,283333;-122,416667
SEATTLE;US;47,6;-122,333333
POINT WELLS;US;47,783333;-122,4
EDWARDS POINT;US;47,8;-122,4
MUKILTEO;US;47,95;-122,3
EVERETT;US;48;-122,216667
COUPEVILLE;US;48,233333;-122,683333
RICHARDSON;US;48,45;-122,9
WARRENTON;US;46,166667;-123,916667
ASTORIA;US;46,2;-123,833333
TONGUE POINT;US;46,2;-123,75
SAN FRANCISCO;US;37,816667;-122,416667
YERBABUENA ISLAND;US;37,816667;-122,366667
REDWOOD CITY;US;37,533333;-122,2
ALAMEDA;US;37,783333;-122,266667
OAKLAND;US;37,816667;-122,333333
BERKELEY;US;37,866667;-122,3
POINT RICHMOND;US;37,916667;-122,366667
POINT SAN PABLO;US;37,966667;-122,433333
SAUSALITO;US;37,85;-122,483333
PINOLE POINT;US;38,016667;-122,366667
OLEUM;US;38,05;-122,266667
MARE ISLAND;US;38,1;-122,266667
SOUTH VALLEJO;US;38,083333;-122,25
CROCKETT;US;38,05;-122,216667
PORT COSTA;US;38,05;-122,183333
BENICIA;US;38,05;-122,15
MARTINEZ;US;38,033333;-122,133333
PITTSBURG;US;38,033333;-121,883333
ANTIOCH;US;38,016667;-121,8
STOCKTON;US;37,95;-121,3
RIO VISTA;US;38,15;-121,7
ISLETON;US;38,166667;-121,6
WALNUT GROVE;US;38,233333;-121,516667
COURTLAND;US;38,333333;-121,566667
SACRAMENTO;US;38,583333;-121,5
BODEGA BAY;US;38,333333;-123,05
FORT BRAGG;US;39,45;-123,816667
FIELDS LANDING;US;40,716667;-124,216667
EUREKA;US;40,8;-124,183333
SAMOA;US;40,816667;-124,183333
CRESCENT CITY;US;41,75;-124,2
PORT ORFORD;US;42,733333;-124,5
BANDON;US;43,116667;-124,416667
PROSPER;US;43,15;-124,366667
EMPIRE;US;43,4;-124,283333
NORTH BEND;US;43,4;-124,216667
COOS BAY;US;43,366667;-124,216667
WINCHESTER BAY;US;43,683333;-124,183333
GARDINER;US;43,716667;-124,1
REEDSPORT;US;43,7;-124,1
FLORENCE;US;43,966667;-124,116667
GLENADA;US;43,966667;-124,116667
CUSHMAN;US;43,983333;-124,066667
WALDPORT;US;44,433333;-124,066667
NEWPORT;US;44,633333;-124,05
TOLEDO;US;44,616667;-123,933333
DEPOE BAY;US;44,8;-124,066667
ILWACO;US;46,3;-124,05
PRINCETOWN;US;37,5;-122,483333
PUERTO VALLARTA;MX;20,616667;-105,266667
MAZATLAN;MX;23,2;-106,416667
TOPOLOBAMPO;MX;25,6;-109,066667
GUAYMAS;MX;27,916667;-110,916667
SANTA ROSALIA;MX;27,333333;-112,283333
ISLA SAN MARCOS;MX;27,183333;-112,1
SAN JUAN DE LA COSTA;MX;24,4;-110,7
LA PAZ;MX;24,166667;-110,316667
ENSENADA;MX;31,866667;-116,633333
ROSARITO;MX;32,366667;-117,1
SAN DIEGO;US;32,716667;-117,183333
WILSON COVE;US;33;-118,55
ISTHMUS COVE;US;33,45;-118,5
AVALON;US;33,35;-118,316667
NEWPORT BEACH;US;33,616667;-117,9
LONG BEACH;US;33,766667;-118,183333
LOS ANGELES;US;33,75;-118,25
EL SEGUNDO;US;33,916667;-118,433333
PORT HUENEME;US;34,15;-119,2
PRISONERS;US;34,016667;-119,683333
VENTURA;US;34,283333;-119,283333
CARPINTERIA;US;34,383333;-119,516667
SANTA BARBARA;US;34,416667;-119,683333
ELLWOOD;US;34,433333;-119,916667
GAVIOTA;US;34,466667;-120,2
PISMO BEACH;US;35,133333;-120,65
PORT SAN LUIS;US;35,166667;-120,75
MORRO BAY;US;35,366667;-120,85
MONTEREY;US;36,616667;-121,883333
MOSS LANDING;US;36,8;-121,783333
SANTA CRUZ;US;36,966667;-122,016667
DAVENPORT;US;37,016667;-122,2
ACAPULCO;MX;16,85;-99,933333
LAZARO CARDENAS;MX;17,933333;-102,166667
MANZANILLO;MX;19,05;-104,316667
CALETA LOBITOS;PE;-4,45;-81,283333
PUERTO CABO BLANCO;PE;-4,25;-81,233333
PUERTO BOLIVAR;EC;-3,266667;-80
PUERTO MARITIMO DE GUAYAQUIL;EC;-2,283333;-79,9
LA LIBERTAD;EC;-2,216667;-80,916667
MANTA;EC;-0,95;-80,716667
ESMERALDAS;EC;1;-79,65
TUMACO;CO;1,816667;-78,75
BUENAVENTURA;CO;3,883333;-77,066667
BALBOA;PA;8,95;-79,566667
PEDREGAL;PA;8,35;-82,433333
PUERTO ARMUELLES;PA;8,266667;-82,85
GOLFITO;CR;8,633333;-83,166667
PUERTO QUEPOS;CR;9,433333;-84,166667
PUERTO CALDERA;CR;9,916667;-84,716667
PUNTARENAS;CR;9,983333;-84,833333
PUERTO SANDINO;NI;12,183333;-86,766667
CORINTO;NI;12,483333;-87,166667
PUERTO DE HENCAN;HN;13,4;-87,45
LA UNION;SV;13,333333;-87,833333
ACAJUTLA;SV;13,583333;-89,833333
PUERTO QUETZAL;GT;13,916667;-90,8
PUERTO MADERO;MX;14,7;-92,45
SALINA CRUZ;MX;16,166667;-95,2
PAITA;PE;-5,083333;-81,116667
TALARA;PE;-4,583333;-81,283333
BAHIA SAN VICENTE;CL;-36,733333;-73,166667
TALCAHUANO;CL;-36,7;-73,1
LIRQUEN;CL;-36,716667;-72,983333
PENCO;CL;-36,716667;-73
PUERTO SAN ANTONIO;CL;-33,583333;-71,616667
BAHIA DE VALPARAISO;CL;-33,033333;-71,616667
BAHIA QUINTERO (VENTANAS);CL;-32,766667;-71,533333
BAHIA HERRADURA GUAYACAN;CL;-29,966667;-71,366667
COQUIMBO;CL;-29,95;-71,333333
HUASCO;CL;-28,466667;-71,25
PUERTO CALDERA;CL;-27,05;-70,833333
PUERTO CALDERILLA;CL;-27,083333;-70,866667
PUERTO CHANARAL;CL;-26,35;-70,65
TALTAL;CL;-25,4;-70,483333
ANTOFAGASTA;CL;-23,65;-70,416667
MEJILLONES;CL;-23,1;-70,466667
TOCOPILLA;CL;-22,083333;-70,233333
IQUIQUE;CL;-20,2;-70,166667
RADA DE ARICA;CL;-18,466667;-70,333333
PUERTO ILO;PE;-17,633333;-71,366667
BAHIA DE MATARANI;PE;-17;-72,116667
BAHIA SAN NICOLAS;PE;-15,25;-75,233333
PUERTO DEL CALLAO;PE;-12,05;-77,15
BAHIA DE ANCON;PE;-11,75;-77,183333
CHANCAY;PE;-11,583333;-77,25
PUERTO DE HUACHO;PE;-11,116667;-77,616667
PUERTO SUPE;PE;-10,8;-77,75
PUNTA LOBITOS (BAHIA DE HUARMEY);PE;-10,1;-78,166667
PUERTO DE CHIMBOTE;PE;-9,083333;-78,616667
SALAVERRY;PE;-8,233333;-78,983333
PIMENTAL;PE;-6,833333;-79,933333
PUERTO BAYOVAR;PE;-5,833333;-81,05
CORONEL;CL;-37,033333;-73,166667
PUERTO BELGRANO;AR;-38,883333;-62,1
BAHIA BLANCA;AR;-38,783333;-62,266667
PUERTO INGENIERO WHITE;AR;-38,8;-62,266667
PUERTO NACIONAL;AR;-38,8;-62,283333
PUERTO GALVAN;AR;-38,783333;-62,3
SAN BLAS;AR;-40,566667;-62,233333
PUERTO MADRYN;AR;-42,766667;-65,033333
PUERTO SAN JULIAN;AR;-49,316667;-67,7
PUERTO SANTA CRUZ;AR;-50,016667;-68,516667
PUERTO GALLEGOS;AR;-51,616667;-68,966667
USHUAIA;AR;-54,816667;-68,3
PRINCE OLAV HARBOR;GS;-54,033333;-37,15
STROMNESS HARBOR;GS;-54,15;-36,7
PUERTO SARA;CL;-52,633333;-70,2
CALETA CLARENCIA;CL;-52,9;-70,1
PORT SAN JUAN DE LA JUAN;CL;-53,633333;-70,916667
BAHIA HARRIS;CL;-53,85;-70,45
CALETA MINA ELENA;CL;-52,683333;-71,9
PUERTO NATALES;CL;-51,716667;-72,566667
PUERTO CHACABUCO;CL;-45,466667;-72,833333
PUERTO CASTRO;CL;-42,483333;-73,766667
PUERTO QUEMCHI;CL;-42,15;-73,483333
PUERTO MONTT;CL;-41,483333;-72,966667
PUERTO DE CORRAL;CL;-39,866667;-73,433333
BAHIA DE VALDIVIA;CL;-39,8;-73,25
LOTA;CL;-37,1;-73,15
MAR DEL PLATA;AR;-38,033333;-57,533333
ITAJAI;BR;-26,916667;-48,633333
LAGUNA;BR;-28,5;-48,783333
TRAMANDAI;BR;-29,983333;-50,133333
RIO GRANDE;BR;-32,05;-52,083333
PELOTAS;BR;-31,783333;-52,333333
PORTO ALEGRE;BR;-30,033333;-51,233333
LA PALOMA;UY;-34,65;-54,15
PUERTO SAUCE;UY;-34,433333;-57,45
FRAY BENTOS;UY;-33,116667;-58,316667
PAYSANDU;UY;-32,316667;-58,066667
PARANA;AR;-31,716667;-60,533333
DIAMANTE;AR;-32,066667;-60,65
PUERTO SAN MARTIN;AR;-32,716667;-60,733333
VILLA CONSTITUCION;AR;-33,233333;-60,333333
SAN NICOLAS;AR;-33,333333;-60,233333
RAMALLO;AR;-33,483333;-60,016667
ZARATE;AR;-34,083333;-59,033333
CAMPANA;AR;-34,15;-58,966667
CONCORDIA;AR;-31,4;-58,033333
COLON;AR;-32,216667;-58,133333
LA PLATA;AR;-34,833333;-57,883333
DEGRAD DES CANNES;GF;4,85;-52,266667
PORTO SANTANA;BR;-0,05;-51,183333
BELEM;BR;-1,45;-48,5
CAMETA;BR;-2,25;-49,5
SANTAREM;BR;-2,416667;-54,716667
ITACOATIARA;BR;-3,15;-58,45
MANAUS;BR;-3,133333;-60,016667
TUTOIA;BR;-2,783333;-42,283333
CAMOCIM;BR;-2,9;-40,833333
CABEDELO;BR;-6,966667;-34,833333
RECIFE;BR;-8,05;-34,866667
PORTO DE MACEIO;BR;-9,666667;-35,733333
ARATU;BR;-12,783333;-38,5
MADRE DE DEUS;BR;-12,75;-38,616667
PORT OF ILHEUS;BR;-14,783333;-39,016667
MACAE;BR;-22,366667;-41,766667
PORTO DO FORNO;BR;-22,966667;-42,016667
ANGRA DOS REIS;BR;-23,016667;-44,316667
SAO SEBASTIAO;BR;-23,8;-45,4
SANTOS;BR;-23,95;-46,3
MOENGO;SR;5,633333;-54,416667
MARACAIBO;VE;10,633333;-71,6
SAN LORENZO;VE;9,783333;-71,066667
PUNTA DE PALMAS;VE;10,783333;-71,583333
BAJO GRANDE;VE;10,516667;-71,633333
PUNTA CARDON;VE;11,633333;-70,233333
AMUAY (BAHIA DE AMUAY);VE;11,75;-70,233333
PUERTO CUMAREBO;VE;11,483333;-69,35
EL PALITO;VE;10,483333;-68,116667
PUERTO CABELLO;VE;10,483333;-68
LA GUAIRA;VE;10,616667;-66,933333
GUANTA;VE;10,25;-64,583333
BAHIA DE PERTIGALETE;VE;10,233333;-64,566667
CARUPANO;VE;10,7;-63,25
GUIRIA;VE;10,566667;-62,3
PUERTO DE HIERRO;VE;10,633333;-62,1
CARIPITO;VE;10,15;-63,033333
PALUA;VE;8,366667;-62,683333
PUERTO ORDAZ;VE;8,35;-62,716667
GEORGETOWN;GY;6,833333;-58,166667
LINDEN;GY;6;-58,3
NEW AMSTERDAM;GY;6,25;-57,516667
NIEUW NICKERIE;SR;5,95;-57
PARAMARIBO;SR;5,833333;-55,166667
PARANAM;SR;5,616667;-55,1
BASSE TERRE;GP;16;-61,733333
PORT LOUIS;GP;16,416667;-61,533333
ROSEAU;DM;15,3;-61,4
PORTSMOUTH;DM;15,566667;-61,466667
FORT DE FRANCE;MQ;14,6;-61,066667
VIEUX FORT;LC;13,716667;-60,966667
CASTRIES;LC;14,016667;-61
BRIDGETOWN;BB;13,1;-59,633333
SCARBOROUGH;TT;11,183333;-60,733333
CHAGUARAMAS;TT;10,683333;-61,65
POINT LISAS PORT;TT;10,383333;-61,483333
POINT LISAS INDUSTRIAL PORT;TT;10,4;-61,5
BRIGHTON;TT;10,25;-61,633333
POINT FORTIN;TT;10,2;-61,7
GOTO OIL TERMINAL;BQ;12,216667;-68,383333
CARACASBAAI;CW;12,066667;-68,866667
WILLEMSTAD;CW;12,116667;-68,933333
BULLEN BAAI;CW;12,183333;-69,033333
PAARDEN BAAI - (ORANJESTAD);AW;12,516667;-70,033333
TURBO;CO;8,083333;-76,733333
COVENAS;CO;9,416667;-75,683333
CARTAGENA;CO;10,416667;-75,533333
SANTA MARTA;CO;11,25;-74,216667
POINTE A PITRE;GP;16,233333;-61,533333
SANCHEZ;DO;19,233333;-69,616667
LA ROMANA;DO;18,416667;-68,966667
SAN PEDRO DE MACORIS;DO;18,45;-69,316667
ANDRES (ANDRES LGN TERMINAL);DO;18,433333;-69,633333
SANTO DOMINGO;DO;18,466667;-69,883333
PUERTO DE HAINA;DO;18,416667;-70,016667
LAS CALDERAS;DO;18,216667;-70,516667
PUERTO VIEJO DE AZUA;DO;18,35;-70,833333
SANTA CRUZ DE BARAHONA;DO;18,2;-71,083333
CABO ROJO;DO;17,916667;-71,65
AGUADILLA;PR;18,433333;-67,15
ARECIBO;PR;18,483333;-66,7
SAN JUAN;PR;18,466667;-66,116667
BAHIA DE FAJARDO;PR;18,333333;-65,633333
ENSENADA HONDA;PR;18,233333;-65,633333
PLAYA DE HUMACAO;PR;18,166667;-65,75
PUERTO YABUCOA;PR;18,05;-65,833333
ARROYO;PR;17,966667;-66,066667
BAHIA DE JOBOS;PR;17,95;-66,183333
LAS MAREAS;PR;17,95;-66,166667
PLAYA DE PONCE;PR;17,983333;-66,616667
PLAYA DE GUAYANILLA;PR;18,016667;-66,766667
PLAYA DE GUANICA;PR;17,966667;-66,916667
MAYAGUEZ;PR;18,2;-67,15
CHARLOTTE AMALIE;VI;18,35;-64,933333
CRUZ BAY;VI;18,333333;-64,8
FREDERIKSTED;VI;17,716667;-64,883333
LIMETREE BAY;VI;17,7;-64,75
CHRISTIANSTED;VI;17,75;-64,7
ROAD HARBOR;VG;18,416667;-64,616667
BAIE DU MARIGOT;FR;18,066667;-63,083333
GUSTAVIA;GP;17,9;-62,85
ORANJESTAD;BQ;17,483333;-62,983333
BASSETERRE;KN;17,3;-62,716667
